Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Human gene stable ID	Human gene name	Human orthology confidence [0 low, 1 high]
ENSMPUG00000014215	ENSMPUG00000014215.1	ENSMPUT00000014331	ENSMPUT00000014331.1	ENSG00000112081	SRSF3	1
ENSMPUG00000014216	ENSMPUG00000014216.1	ENSMPUT00000014332	ENSMPUT00000014332.1	ENSG00000143217	NECTIN4	1
ENSMPUG00000014217	ENSMPUG00000014217.1	ENSMPUT00000014333	ENSMPUT00000014333.1	ENSG00000076382	SPAG5	1
ENSMPUG00000014218	ENSMPUG00000014218.1	ENSMPUT00000014334	ENSMPUT00000014334.1	ENSG00000162755	KLHDC9	0
ENSMPUG00000014219	ENSMPUG00000014219.1	ENSMPUT00000014335	ENSMPUT00000014335.1	ENSG00000143256	PFDN2	1
ENSMPUG00000014220	ENSMPUG00000014220.1	ENSMPUT00000014336	ENSMPUT00000014336.1	ENSG00000167851	CD300A	0
ENSMPUG00000014220	ENSMPUG00000014220.1	ENSMPUT00000014337	ENSMPUT00000014337.1	ENSG00000167851	CD300A	0
ENSMPUG00000014220	ENSMPUG00000014220.1	ENSMPUT00000014336	ENSMPUT00000014336.1	ENSG00000204345	CD300LD	0
ENSMPUG00000014220	ENSMPUG00000014220.1	ENSMPUT00000014337	ENSMPUT00000014337.1	ENSG00000204345	CD300LD	0
ENSMPUG00000014221	ENSMPUG00000014221.1	ENSMPUT00000014338	ENSMPUT00000014338.1	ENSG00000109107	ALDOC	1
ENSMPUG00000014222	ENSMPUG00000014222.1	ENSMPUT00000014339	ENSMPUT00000014339.1	ENSG00000131584	ACAP3	1
ENSMPUG00000014223	ENSMPUG00000014223.1	ENSMPUT00000014340	ENSMPUT00000014340.1	ENSG00000112079	STK38	1
ENSMPUG00000014224	ENSMPUG00000014224.1	ENSMPUT00000014341	ENSMPUT00000014341.1	ENSG00000170412	GPRC5C	1
ENSMPUG00000014225	ENSMPUG00000014225.1	ENSMPUT00000014342	ENSMPUT00000014342.1	ENSG00000112078	KCTD20	1
ENSMPUG00000014226	ENSMPUG00000014226.1	ENSMPUT00000014343	ENSMPUT00000014343.1	ENSG00000158793	NIT1	1
ENSMPUG00000014227	ENSMPUG00000014227.1	ENSMPUT00000014344	ENSMPUT00000014344.1			
ENSMPUG00000014228	ENSMPUG00000014228.1	ENSMPUT00000014345	ENSMPUT00000014345.1	ENSG00000164451	CALHM4	1
ENSMPUG00000014229	ENSMPUG00000014229.1	ENSMPUT00000014346	ENSMPUT00000014346.1	ENSG00000111832	RWDD1	1
ENSMPUG00000014230	ENSMPUG00000014230.1	ENSMPUT00000014347	ENSMPUT00000014347.1	ENSG00000257008	GPR142	1
ENSMPUG00000014231	ENSMPUG00000014231.1	ENSMPUT00000014348	ENSMPUT00000014348.1			
ENSMPUG00000014232	ENSMPUG00000014232.1	ENSMPUT00000014349	ENSMPUT00000014349.1	ENSG00000204347	BTBD17	1
ENSMPUG00000014233	ENSMPUG00000014233.1	ENSMPUT00000014350	ENSMPUT00000014350.1	ENSG00000038295	TLL1	1
ENSMPUG00000014234	ENSMPUG00000014234.1	ENSMPUT00000014351	ENSMPUT00000014351.1			
ENSMPUG00000014235	ENSMPUG00000014235.1	ENSMPUT00000014352	ENSMPUT00000014352.1	ENSG00000111834	RSPH4A	1
ENSMPUG00000014236	ENSMPUG00000014236.1	ENSMPUT00000014353	ENSMPUT00000014353.1	ENSG00000196169	KIF19	1
ENSMPUG00000014237	ENSMPUG00000014237.1	ENSMPUT00000014354	ENSMPUT00000014354.1	ENSG00000153975	ZUP1	1
ENSMPUG00000014238	ENSMPUG00000014238.1	ENSMPUT00000014355	ENSMPUT00000014355.1	ENSG00000109472	CPE	1
ENSMPUG00000014239	ENSMPUG00000014239.1	ENSMPUT00000014356	ENSMPUT00000014356.1	ENSG00000158796	DEDD	1
ENSMPUG00000014240	ENSMPUG00000014240.1	ENSMPUT00000014357	ENSMPUT00000014357.1			
ENSMPUG00000014241	ENSMPUG00000014241.1	ENSMPUT00000014358	ENSMPUT00000014358.1			
ENSMPUG00000014242	ENSMPUG00000014242.1	ENSMPUT00000014359	ENSMPUT00000014359.1	ENSG00000196911	KPNA5	1
ENSMPUG00000014243	ENSMPUG00000014243.1	ENSMPUT00000014360	ENSMPUT00000014360.1	ENSG00000143222	UFC1	1
ENSMPUG00000014244	ENSMPUG00000014244.1	ENSMPUT00000014361	ENSMPUT00000014361.1	ENSG00000171595	DNAI2	1
ENSMPUG00000014245	ENSMPUG00000014245.1	ENSMPUT00000014362	ENSMPUT00000014362.1	ENSG00000155846	PPARGC1B	1
ENSMPUG00000014246	ENSMPUG00000014246.1	ENSMPUT00000014363	ENSMPUT00000014363.1	ENSG00000109466	KLHL2	1
ENSMPUG00000014247	ENSMPUG00000014247.1	ENSMPUT00000014364	ENSMPUT00000014364.1	ENSG00000183807	FAM162B	1
ENSMPUG00000014248	ENSMPUG00000014248.1	ENSMPUT00000014365	ENSMPUT00000014365.1	ENSG00000141540	TTYH2	1
ENSMPUG00000014249	ENSMPUG00000014249.1	ENSMPUT00000014366	ENSMPUT00000014366.1	ENSG00000183111	ARHGEF37	1
ENSMPUG00000014250	ENSMPUG00000014250.1	ENSMPUT00000014367	ENSMPUT00000014367.1	ENSG00000173612	GPRC6A	1
ENSMPUG00000014251	ENSMPUG00000014251.1	ENSMPUT00000014368	ENSMPUT00000014368.1	ENSG00000087111	PIGS	1
ENSMPUG00000014252	ENSMPUG00000014252.1	ENSMPUT00000014369	ENSMPUT00000014369.1	ENSG00000185002	RFX6	1
ENSMPUG00000014253	ENSMPUG00000014253.1	ENSMPUT00000014370	ENSMPUT00000014370.1	ENSG00000050405	LIMA1	1
ENSMPUG00000014254	ENSMPUG00000014254.1	ENSMPUT00000014371	ENSMPUT00000014371.1			
ENSMPUG00000014255	ENSMPUG00000014255.1	ENSMPUT00000014372	ENSMPUT00000014372.1	ENSG00000113712	CSNK1A1	1
ENSMPUG00000014256	ENSMPUG00000014256.1	ENSMPUT00000014373	ENSMPUT00000014373.1	ENSG00000109103	UNC119	1
ENSMPUG00000014257	ENSMPUG00000014257.1	ENSMPUT00000014374	ENSMPUT00000014374.1	ENSG00000172809	RPL38	1
ENSMPUG00000014258	ENSMPUG00000014258.1	ENSMPUT00000014375	ENSMPUT00000014375.1	ENSG00000127743	IL17B	1
ENSMPUG00000014258	ENSMPUG00000014258.1	ENSMPUT00000014376	ENSMPUT00000014376.1	ENSG00000127743	IL17B	1
ENSMPUG00000014259	ENSMPUG00000014259.1	ENSMPUT00000014377	ENSMPUT00000014377.1			
ENSMPUG00000014260	ENSMPUG00000014260.1	ENSMPUT00000014378	ENSMPUT00000014378.1	ENSG00000069188	SDK2	1
ENSMPUG00000014261	ENSMPUG00000014261.1	ENSMPUT00000014379	ENSMPUT00000014379.1	ENSG00000143258	USP21	1
ENSMPUG00000014262	ENSMPUG00000014262.1	ENSMPUT00000014380	ENSMPUT00000014380.1	ENSG00000084073	ZMPSTE24	1
ENSMPUG00000014263	ENSMPUG00000014263.1	ENSMPUT00000014381	ENSMPUT00000014381.1	ENSG00000145882	PCYOX1L	1
ENSMPUG00000014264	ENSMPUG00000014264.1	ENSMPUT00000014382	ENSMPUT00000014382.1	ENSG00000198218	QRICH1	1
ENSMPUG00000014265	ENSMPUG00000014265.1	ENSMPUT00000014383	ENSMPUT00000014383.1	ENSG00000109101	FOXN1	1
ENSMPUG00000014266	ENSMPUG00000014266.1	ENSMPUT00000014384	ENSMPUT00000014384.1	ENSG00000158850	B4GALT3	1
ENSMPUG00000014267	ENSMPUG00000014267.1	ENSMPUT00000014385	ENSMPUT00000014385.1	ENSG00000117000	RLF	1
ENSMPUG00000014268	ENSMPUG00000014268.1	ENSMPUT00000014386	ENSMPUT00000014386.1	ENSG00000164284	GRPEL2	1
ENSMPUG00000014269	ENSMPUG00000014269.1	ENSMPUT00000014387	ENSMPUT00000014387.1	ENSG00000143224	PPOX	1
ENSMPUG00000014270	ENSMPUG00000014270.1	ENSMPUT00000014388	ENSMPUT00000014388.1	ENSG00000007216	SLC13A2	1
ENSMPUG00000014271	ENSMPUG00000014271.1	ENSMPUT00000014389	ENSMPUT00000014389.1	ENSG00000178057	NDUFAF3	1
ENSMPUG00000014272	ENSMPUG00000014272.1	ENSMPUT00000014390	ENSMPUT00000014390.1	ENSG00000157510	AFAP1L1	1
ENSMPUG00000014273	ENSMPUG00000014273.1	ENSMPUT00000014391	ENSMPUT00000014391.1	ENSG00000131238	PPT1	1
ENSMPUG00000014274	ENSMPUG00000014274.1	ENSMPUT00000014392	ENSMPUT00000014392.1	ENSG00000158859	ADAMTS4	1
ENSMPUG00000014275	ENSMPUG00000014275.1	ENSMPUT00000014393	ENSMPUT00000014393.1	ENSG00000076351	SLC46A1	1
ENSMPUG00000014276	ENSMPUG00000014276.1	ENSMPUT00000014394	ENSMPUT00000014394.1	ENSG00000187959	CPSF4L	1
ENSMPUG00000014276	ENSMPUG00000014276.1	ENSMPUT00000014395	ENSMPUT00000014395.1	ENSG00000187959	CPSF4L	1
ENSMPUG00000014277	ENSMPUG00000014277.1	ENSMPUT00000014396	ENSMPUT00000014396.1	ENSG00000004139	SARM1	1
ENSMPUG00000014278	ENSMPUG00000014278.1	ENSMPUT00000014397	ENSMPUT00000014397.1	ENSG00000131236	CAP1	1
ENSMPUG00000014279	ENSMPUG00000014279.1	ENSMPUT00000014398	ENSMPUT00000014398.1	ENSG00000158864	NDUFS2	1
ENSMPUG00000014280	ENSMPUG00000014280.1	ENSMPUT00000014399	ENSMPUT00000014399.1	ENSG00000173210	ABLIM3	1
ENSMPUG00000014281	ENSMPUG00000014281.1	ENSMPUT00000014400	ENSMPUT00000014400.1	ENSG00000168389	MFSD2A	1
ENSMPUG00000014282	ENSMPUG00000014282.1	ENSMPUT00000014401	ENSMPUT00000014401.1			
ENSMPUG00000014283	ENSMPUG00000014283.1	ENSMPUT00000014402	ENSMPUT00000014402.1	ENSG00000169247	SH3TC2	1
ENSMPUG00000014284	ENSMPUG00000014284.1	ENSMPUT00000014403	ENSMPUT00000014403.1	ENSG00000139624	CERS5	1
ENSMPUG00000014285	ENSMPUG00000014285.1	ENSMPUT00000014404	ENSMPUT00000014404.1	ENSG00000141219	MTNAP1	1
ENSMPUG00000014286	ENSMPUG00000014286.1	ENSMPUT00000014405	ENSMPUT00000014405.1	ENSG00000116990	MYCL	1
ENSMPUG00000014287	ENSMPUG00000014287.1	ENSMPUT00000014406	ENSMPUT00000014406.1	ENSG00000167992	VWCE	1
ENSMPUG00000014288	ENSMPUG00000014288.1	ENSMPUT00000014407	ENSMPUT00000014407.1	ENSG00000178149	DALRD3	1
ENSMPUG00000014289	ENSMPUG00000014289.1	ENSMPUT00000014408	ENSMPUT00000014408.1			
ENSMPUG00000014290	ENSMPUG00000014290.1	ENSMPUT00000014409	ENSMPUT00000014409.1	ENSG00000166685	COG1	1
ENSMPUG00000014291	ENSMPUG00000014291.1	ENSMPUT00000014410	ENSMPUT00000014410.1	ENSG00000043514	TRIT1	1
ENSMPUG00000014292	ENSMPUG00000014292.1	ENSMPUT00000014411	ENSMPUT00000014411.1	ENSG00000169252	ADRB2	1
ENSMPUG00000014293	ENSMPUG00000014293.1	ENSMPUT00000014412	ENSMPUT00000014412.1	ENSG00000170162	VGLL2	1
ENSMPUG00000014294	ENSMPUG00000014294.1	ENSMPUT00000014413	ENSMPUT00000014413.1			
ENSMPUG00000014295	ENSMPUG00000014295.1	ENSMPUT00000014414	ENSMPUT00000014414.1	ENSG00000072864	NDE1	1
ENSMPUG00000014296	ENSMPUG00000014296.1	ENSMPUT00000014415	ENSMPUT00000014415.1	ENSG00000256713	PGA5	1
ENSMPUG00000014296	ENSMPUG00000014296.1	ENSMPUT00000014415	ENSMPUT00000014415.1	ENSG00000229859	PGA3	1
ENSMPUG00000014296	ENSMPUG00000014296.1	ENSMPUT00000014415	ENSMPUT00000014415.1	ENSG00000229183	PGA4	1
ENSMPUG00000014297	ENSMPUG00000014297.1	ENSMPUT00000014416	ENSMPUT00000014416.1	ENSG00000164270	HTR4	1
ENSMPUG00000014298	ENSMPUG00000014298.1	ENSMPUT00000014417	ENSMPUT00000014417.1	ENSG00000047936	ROS1	1
ENSMPUG00000014299	ENSMPUG00000014299.1	ENSMPUT00000014418	ENSMPUT00000014418.1	ENSG00000133195	SLC39A11	1
ENSMPUG00000014300	ENSMPUG00000014300.1	ENSMPUT00000014419	ENSMPUT00000014419.1	ENSG00000145868	FBXO38	1
ENSMPUG00000014301	ENSMPUG00000014301.1	ENSMPUT00000014420	ENSMPUT00000014420.1	ENSG00000166783	MARF1	1
ENSMPUG00000014302	ENSMPUG00000014302.1	ENSMPUT00000014421	ENSMPUT00000014421.1			
ENSMPUG00000014303	ENSMPUG00000014303.1	ENSMPUT00000014422	ENSMPUT00000014422.1	ENSG00000125398	SOX9	1
ENSMPUG00000014304	ENSMPUG00000014304.1	ENSMPUT00000014423	ENSMPUT00000014423.1			
ENSMPUG00000014305	ENSMPUG00000014305.1	ENSMPUT00000014424	ENSMPUT00000014424.1	ENSG00000109072	VTN	1
ENSMPUG00000014306	ENSMPUG00000014306.1	ENSMPUT00000014425	ENSMPUT00000014425.1	ENSG00000166780	BMERB1	1
ENSMPUG00000014307	ENSMPUG00000014307.1	ENSMPUT00000014426	ENSMPUT00000014426.1			
ENSMPUG00000014308	ENSMPUG00000014308.1	ENSMPUT00000014427	ENSMPUT00000014427.1	ENSG00000164465	DCBLD1	1
ENSMPUG00000014309	ENSMPUG00000014309.1	ENSMPUT00000014428	ENSMPUT00000014428.1	ENSG00000244045	VMA12	1
ENSMPUG00000014310	ENSMPUG00000014310.1	ENSMPUT00000014429	ENSMPUT00000014429.1	ENSG00000145879	SPINK7	1
ENSMPUG00000014311	ENSMPUG00000014311.1	ENSMPUT00000014430	ENSMPUT00000014430.1	ENSG00000127054	INTS11	1
ENSMPUG00000014312	ENSMPUG00000014312.1	ENSMPUT00000014431	ENSMPUT00000014431.1	ENSG00000113088	GZMK	1
ENSMPUG00000014313	ENSMPUG00000014313.1	ENSMPUT00000014432	ENSMPUT00000014432.1	ENSG00000169972	PUSL1	1
ENSMPUG00000014314	ENSMPUG00000014314.1	ENSMPUT00000014433	ENSMPUT00000014433.1	ENSG00000164283	ESM1	1
ENSMPUG00000014315	ENSMPUG00000014315.1	ENSMPUT00000014434	ENSMPUT00000014434.1			
ENSMPUG00000014316	ENSMPUG00000014316.1	ENSMPUT00000014435	ENSMPUT00000014435.1	ENSG00000156968	MPV17L	1
ENSMPUG00000014317	ENSMPUG00000014317.1	ENSMPUT00000014436	ENSMPUT00000014436.1			
ENSMPUG00000014318	ENSMPUG00000014318.1	ENSMPUT00000014437	ENSMPUT00000014437.1	ENSG00000178252	WDR6	1
ENSMPUG00000014319	ENSMPUG00000014319.1	ENSMPUT00000014438	ENSMPUT00000014438.1	ENSG00000179889	PDXDC1	1
ENSMPUG00000014320	ENSMPUG00000014320.1	ENSMPUT00000014439	ENSMPUT00000014439.1	ENSG00000108984	MAP2K6	1
ENSMPUG00000014321	ENSMPUG00000014321.1	ENSMPUT00000014440	ENSMPUT00000014440.1			
ENSMPUG00000014322	ENSMPUG00000014322.1	ENSMPUT00000014441	ENSMPUT00000014441.1	ENSG00000224051	CPTP	1
ENSMPUG00000014323	ENSMPUG00000014323.1	ENSMPUT00000014442	ENSMPUT00000014442.1			
ENSMPUG00000014324	ENSMPUG00000014324.1	ENSMPUT00000014443	ENSMPUT00000014443.1	ENSG00000154265	ABCA5	1
ENSMPUG00000014325	ENSMPUG00000014325.1	ENSMPUT00000014444	ENSMPUT00000014444.1	ENSG00000178996	SNX18	1
ENSMPUG00000014326	ENSMPUG00000014326.1	ENSMPUT00000014445	ENSMPUT00000014445.1	ENSG00000004142	POLDIP2	1
ENSMPUG00000014327	ENSMPUG00000014327.1	ENSMPUT00000014446	ENSMPUT00000014446.1	ENSG00000157045	NTAN1	1
ENSMPUG00000014328	ENSMPUG00000014328.1	ENSMPUT00000014447	ENSMPUT00000014447.1	ENSG00000169962	TAS1R3	1
ENSMPUG00000014329	ENSMPUG00000014329.1	ENSMPUT00000014448	ENSMPUT00000014448.1			
ENSMPUG00000014330	ENSMPUG00000014330.1	ENSMPUT00000014449	ENSMPUT00000014449.1	ENSG00000047932	GOPC	1
ENSMPUG00000014331	ENSMPUG00000014331.1	ENSMPUT00000014450	ENSMPUT00000014450.1			
ENSMPUG00000014332	ENSMPUG00000014332.1	ENSMPUT00000014451	ENSMPUT00000014451.1	ENSG00000109079	TNFAIP1	1
ENSMPUG00000014333	ENSMPUG00000014333.1	ENSMPUT00000014452	ENSMPUT00000014452.1	ENSG00000185305	ARL15	1
ENSMPUG00000014334	ENSMPUG00000014334.1	ENSMPUT00000014453	ENSMPUT00000014453.1	ENSG00000158869	FCER1G	1
ENSMPUG00000014335	ENSMPUG00000014335.1	ENSMPUT00000014454	ENSMPUT00000014454.1	ENSG00000164258	NDUFS4	1
ENSMPUG00000014336	ENSMPUG00000014336.1	ENSMPUT00000014455	ENSMPUT00000014455.1			
ENSMPUG00000014337	ENSMPUG00000014337.1	ENSMPUT00000014456	ENSMPUT00000014456.1	ENSG00000116985	BMP8B	1
ENSMPUG00000014337	ENSMPUG00000014337.1	ENSMPUT00000014456	ENSMPUT00000014456.1	ENSG00000183682	BMP8A	0
ENSMPUG00000014338	ENSMPUG00000014338.1	ENSMPUT00000014457	ENSMPUT00000014457.1			
ENSMPUG00000014339	ENSMPUG00000014339.1	ENSMPUT00000014458	ENSMPUT00000014458.1	ENSG00000153989	NUS1	1
ENSMPUG00000014340	ENSMPUG00000014340.1	ENSMPUT00000014459	ENSMPUT00000014459.1			
ENSMPUG00000014341	ENSMPUG00000014341.1	ENSMPUT00000014460	ENSMPUT00000014460.1	ENSG00000154263	ABCA10	0
ENSMPUG00000014342	ENSMPUG00000014342.1	ENSMPUT00000014461	ENSMPUT00000014461.1	ENSG00000158874	APOA2	1
ENSMPUG00000014343	ENSMPUG00000014343.1	ENSMPUT00000014462	ENSMPUT00000014462.1	ENSG00000154262	ABCA6	1
ENSMPUG00000014344	ENSMPUG00000014344.1	ENSMPUT00000014463	ENSMPUT00000014463.1	ENSG00000177479	ARIH2	1
ENSMPUG00000014345	ENSMPUG00000014345.1	ENSMPUT00000014464	ENSMPUT00000014464.1	ENSG00000084072	PPIE	1
ENSMPUG00000014346	ENSMPUG00000014346.1	ENSMPUT00000014465	ENSMPUT00000014465.1	ENSG00000167588	GPD1	1
ENSMPUG00000014347	ENSMPUG00000014347.1	ENSMPUT00000014466	ENSMPUT00000014466.1	ENSG00000158882	TOMM40L	1
ENSMPUG00000014348	ENSMPUG00000014348.1	ENSMPUT00000014467	ENSMPUT00000014467.1	ENSG00000134363	FST	1
ENSMPUG00000014349	ENSMPUG00000014349.1	ENSMPUT00000014468	ENSMPUT00000014468.1	ENSG00000154258	ABCA9	1
ENSMPUG00000014350	ENSMPUG00000014350.1	ENSMPUT00000014469	ENSMPUT00000014469.1	ENSG00000178537	SLC25A20	1
ENSMPUG00000014351	ENSMPUG00000014351.1	ENSMPUT00000014470	ENSMPUT00000014470.1	ENSG00000163818	LZTFL1	0
ENSMPUG00000014352	ENSMPUG00000014352.1	ENSMPUT00000014471	ENSMPUT00000014471.1			
ENSMPUG00000014353	ENSMPUG00000014353.1	ENSMPUT00000014472	ENSMPUT00000014472.1	ENSG00000109083	IFT20	1
ENSMPUG00000014354	ENSMPUG00000014354.1	ENSMPUT00000014473	ENSMPUT00000014473.1	ENSG00000109084	TMEM97	1
ENSMPUG00000014355	ENSMPUG00000014355.1	ENSMPUT00000014474	ENSMPUT00000014474.1	ENSG00000107404	DVL1	1
ENSMPUG00000014356	ENSMPUG00000014356.1	ENSMPUT00000014475	ENSMPUT00000014475.1	ENSG00000164172	MOCS2	1
ENSMPUG00000014357	ENSMPUG00000014357.1	ENSMPUT00000014476	ENSMPUT00000014476.1	ENSG00000196376	SLC35F1	1
ENSMPUG00000014358	ENSMPUG00000014358.1	ENSMPUT00000014477	ENSMPUT00000014477.1	ENSG00000164171	ITGA2	1
ENSMPUG00000014359	ENSMPUG00000014359.1	ENSMPUT00000014478	ENSMPUT00000014478.1	ENSG00000175756	AURKAIP1	1
ENSMPUG00000014360	ENSMPUG00000014360.1	ENSMPUT00000014479	ENSMPUT00000014479.1	ENSG00000087095	NLK	1
ENSMPUG00000014361	ENSMPUG00000014361.1	ENSMPUT00000014480	ENSMPUT00000014480.1	ENSG00000221978	CCNL2	1
ENSMPUG00000014362	ENSMPUG00000014362.1	ENSMPUT00000014481	ENSMPUT00000014481.1	ENSG00000232859	LYRM9	0
ENSMPUG00000014363	ENSMPUG00000014363.1	ENSMPUT00000014482	ENSMPUT00000014482.1	ENSG00000235098	ANKRD65	1
ENSMPUG00000014363	ENSMPUG00000014363.1	ENSMPUT00000014483	ENSMPUT00000014483.1	ENSG00000235098	ANKRD65	1
ENSMPUG00000014364	ENSMPUG00000014364.1	ENSMPUT00000014484	ENSMPUT00000014484.1	ENSG00000007171	NOS2	1
ENSMPUG00000014365	ENSMPUG00000014365.1	ENSMPUT00000014485	ENSMPUT00000014485.1			
ENSMPUG00000014366	ENSMPUG00000014366.1	ENSMPUT00000014486	ENSMPUT00000014486.1	ENSG00000167987	VPS37C	1
ENSMPUG00000014367	ENSMPUG00000014367.1	ENSMPUT00000014487	ENSMPUT00000014487.1	ENSG00000085721	RRN3	1
ENSMPUG00000014368	ENSMPUG00000014368.1	ENSMPUT00000014488	ENSMPUT00000014488.1	ENSG00000213949	ITGA1	1
ENSMPUG00000014369	ENSMPUG00000014369.1	ENSMPUT00000014489	ENSMPUT00000014489.1	ENSG00000171916	LGALS9C	1
ENSMPUG00000014369	ENSMPUG00000014369.1	ENSMPUT00000014489	ENSMPUT00000014489.1	ENSG00000170298	LGALS9B	1
ENSMPUG00000014369	ENSMPUG00000014369.1	ENSMPUT00000014489	ENSMPUT00000014489.1	ENSG00000168961	LGALS9	1
ENSMPUG00000014370	ENSMPUG00000014370.1	ENSMPUT00000014490	ENSMPUT00000014490.1	ENSG00000205116	TMEM88B	1
ENSMPUG00000014371	ENSMPUG00000014371.1	ENSMPUT00000014491	ENSMPUT00000014491.1			
ENSMPUG00000014372	ENSMPUG00000014372.1	ENSMPUT00000014492	ENSMPUT00000014492.1	ENSG00000139675	HNRNPA1L2	0
ENSMPUG00000014373	ENSMPUG00000014373.1	ENSMPUT00000014493	ENSMPUT00000014493.1	ENSG00000141068	KSR1	1
ENSMPUG00000014374	ENSMPUG00000014374.1	ENSMPUT00000014494	ENSMPUT00000014494.1	ENSG00000111860	CEP85L	1
ENSMPUG00000014375	ENSMPUG00000014375.1	ENSMPUT00000014495	ENSMPUT00000014495.1	ENSG00000179403	VWA1	1
ENSMPUG00000014376	ENSMPUG00000014376.1	ENSMPUT00000014496	ENSMPUT00000014496.1	ENSG00000114302	PRKAR2A	1
ENSMPUG00000014377	ENSMPUG00000014377.1	ENSMPUT00000014497	ENSMPUT00000014497.1	ENSG00000116983	HPCAL4	1
ENSMPUG00000014378	ENSMPUG00000014378.1	ENSMPUT00000014498	ENSMPUT00000014498.1	ENSG00000157107	FCHO2	1
ENSMPUG00000014379	ENSMPUG00000014379.1	ENSMPUT00000014499	ENSMPUT00000014499.1	ENSG00000110448	CD5	1
ENSMPUG00000014380	ENSMPUG00000014380.1	ENSMPUT00000014500	ENSMPUT00000014500.1	ENSG00000016082	ISL1	1
ENSMPUG00000014381	ENSMPUG00000014381.1	ENSMPUT00000014501	ENSMPUT00000014501.1			
ENSMPUG00000014382	ENSMPUG00000014382.1	ENSMPUT00000014502	ENSMPUT00000014502.1	ENSG00000151883	PARP8	1
ENSMPUG00000014383	ENSMPUG00000014383.1	ENSMPUT00000014503	ENSMPUT00000014503.1	ENSG00000013725	CD6	1
ENSMPUG00000014384	ENSMPUG00000014384.1	ENSMPUT00000014504	ENSMPUT00000014504.1	ENSG00000111877	MCM9	1
ENSMPUG00000014385	ENSMPUG00000014385.1	ENSMPUT00000014505	ENSMPUT00000014505.1	ENSG00000197785	ATAD3A	1
ENSMPUG00000014386	ENSMPUG00000014386.1	ENSMPUT00000014506	ENSMPUT00000014506.1	ENSG00000066117	SMARCD1	1
ENSMPUG00000014387	ENSMPUG00000014387.1	ENSMPUT00000014507	ENSMPUT00000014507.1	ENSG00000083312	TNPO1	1
ENSMPUG00000014388	ENSMPUG00000014388.1	ENSMPUT00000014508	ENSMPUT00000014508.1	ENSG00000143257	NR1I3	1
ENSMPUG00000014389	ENSMPUG00000014389.1	ENSMPUT00000014509	ENSMPUT00000014509.1	ENSG00000110446	SLC15A3	1
ENSMPUG00000014390	ENSMPUG00000014390.1	ENSMPUT00000014510	ENSMPUT00000014510.1	ENSG00000110881	ASIC1	1
ENSMPUG00000014391	ENSMPUG00000014391.1	ENSMPUT00000014511	ENSMPUT00000014511.1	ENSG00000111875	ASF1A	1
ENSMPUG00000014392	ENSMPUG00000014392.1	ENSMPUT00000014512	ENSMPUT00000014512.1	ENSG00000205090	TMEM240	1
ENSMPUG00000014393	ENSMPUG00000014393.1	ENSMPUT00000014513	ENSMPUT00000014513.1	ENSG00000100263	RHBDD3	0
ENSMPUG00000014394	ENSMPUG00000014394.1	ENSMPUT00000014514	ENSMPUT00000014514.1			
ENSMPUG00000014395	ENSMPUG00000014395.1	ENSMPUT00000014515	ENSMPUT00000014515.1	ENSG00000111879	FAM184A	1
ENSMPUG00000014396	ENSMPUG00000014396.1	ENSMPUT00000014516	ENSMPUT00000014516.1	ENSG00000213563	C8orf82	1
ENSMPUG00000014397	ENSMPUG00000014397.1	ENSMPUT00000014517	ENSMPUT00000014517.1			
ENSMPUG00000014397	ENSMPUG00000014397.1	ENSMPUT00000014518	ENSMPUT00000014518.1			
ENSMPUG00000014398	ENSMPUG00000014398.1	ENSMPUT00000014519	ENSMPUT00000014519.1			
ENSMPUG00000014399	ENSMPUG00000014399.1	ENSMPUT00000014520	ENSMPUT00000014520.1	ENSG00000178175	ZNF366	1
ENSMPUG00000014400	ENSMPUG00000014400.1	ENSMPUT00000014521	ENSMPUT00000014521.1	ENSG00000170571	EMB	1
ENSMPUG00000014401	ENSMPUG00000014401.1	ENSMPUT00000014522	ENSMPUT00000014522.1	ENSG00000049883	PTCD2	1
ENSMPUG00000014402	ENSMPUG00000014402.1	ENSMPUT00000014523	ENSMPUT00000014523.1	ENSG00000164588	HCN1	1
ENSMPUG00000014403	ENSMPUG00000014403.1	ENSMPUT00000014524	ENSMPUT00000014524.1	ENSG00000113048	MRPS27	1
ENSMPUG00000014404	ENSMPUG00000014404.1	ENSMPUT00000014525	ENSMPUT00000014525.1			
ENSMPUG00000014405	ENSMPUG00000014405.1	ENSMPUT00000014526	ENSMPUT00000014526.1	ENSG00000112996	MRPS30	1
ENSMPUG00000014406	ENSMPUG00000014406.1	ENSMPUT00000014527	ENSMPUT00000014527.1	ENSG00000131711	MAP1B	1
ENSMPUG00000014407	ENSMPUG00000014407.1	ENSMPUT00000014528	ENSMPUT00000014528.1	ENSG00000197530	MIB2	1
ENSMPUG00000014408	ENSMPUG00000014408.1	ENSMPUT00000014529	ENSMPUT00000014529.1	ENSG00000070193	FGF10	1
ENSMPUG00000014409	ENSMPUG00000014409.1	ENSMPUT00000014530	ENSMPUT00000014530.1	ENSG00000116981	NT5C1A	1
ENSMPUG00000014410	ENSMPUG00000014410.1	ENSMPUT00000014531	ENSMPUT00000014531.1	ENSG00000164326	CARTPT	1
ENSMPUG00000014411	ENSMPUG00000014411.1	ENSMPUT00000014532	ENSMPUT00000014532.1	ENSG00000112992	NNT	1
